DY
200
61
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61
-1.125000;-1.131300;-1.138300;-1.146700;-1.138600;-1.141400;-1.143700;-1.144400;-1.154900;-1.146400;-1.149700;-1.145700;-1.141900;-1.138400;-1.138500;-1.133000;-1.120700;-1.118600;-1.100600;-1.061900;-0.988770;-0.898050;-0.795870;-0.734320;-0.696870;-0.669920;-0.669110;-0.681940;-0.684810;-0.693050;-0.680820;-0.663860;-0.634020;-0.595820;-0.580190;-0.526620;-0.432240;-0.270270;-0.103190;0.078542;0.284360;0.454100;0.574100;0.707150;0.818230;0.925080;0.975620;1.022600;1.097000;1.110300;1.148000;1.157600;1.149800;1.159500;1.151700;1.157500;1.149500;1.153300;1.147300;1.153000;1.000000
-0.626960;-0.625920;-0.627540;-0.626330;-0.624090;-0.624710;-0.625010;-0.624180;-0.624020;-0.622030;-0.622970;-0.619680;-0.619460;-0.618140;-0.617700;-0.617790;-0.618190;-0.618180;-0.619540;-0.616410;-0.616660;-0.616650;-0.615490;-0.612490;-0.607220;-0.603530;-0.598130;-0.591910;-0.592750;-0.590740;-0.589180;-0.588600;-0.587180;-0.587090;-0.587610;-0.586350;-0.586480;-0.587280;-0.587090;-0.585590;-0.587510;-0.587890;-0.586790;-0.586270;-0.588120;-0.584600;-0.574840;-0.539100;-0.467820;-0.378070;-0.282520;-0.147310;-0.025654;0.089327;0.398720;0.575590;0.705620;0.819280;0.959150;1.160100;2.000000
-2.001200;-1.999600;-1.999500;-1.999200;-1.999000;-2.000300;-1.998400;-2.000700;-2.000000;-2.000800;-2.002900;-2.003600;-2.003900;-2.004100;-2.003500;-2.001600;-2.002300;-2.001700;-2.001800;-2.001000;-2.001400;-1.999600;-1.996200;-1.977800;-1.906500;-1.797500;-1.626300;-1.392300;-1.122900;-0.830000;-0.534180;-0.248610;0.019313;0.223330;0.376430;0.488500;0.561320;0.597550;0.625830;0.629510;0.628480;0.627380;0.620590;0.593460;0.597080;0.587510;0.583330;0.589160;0.592950;0.588380;0.591150;0.584100;0.591010;0.592790;0.592580;0.585080;0.583890;0.585050;0.582760;0.571160;2.000000
-1.004600;-0.999840;-0.995250;-0.992020;-0.991200;-0.987560;-0.996470;-0.996880;-0.998670;-0.997880;-0.995420;-0.997030;-0.994910;-0.998140;-1.004000;-1.008700;-1.003100;-0.976780;-0.924820;-0.875480;-0.858790;-0.808980;-0.790400;-0.775910;-0.778390;-0.786250;-0.772940;-0.755000;-0.748120;-0.736130;-0.718030;-0.706040;-0.706180;-0.695410;-0.677170;-0.661940;-0.644080;-0.618070;-0.597970;-0.580820;-0.534360;-0.468370;-0.364940;-0.211910;-0.060381;0.138060;0.318080;0.453820;0.618260;0.734310;0.829280;0.923210;0.999040;1.112900;1.174100;1.220500;1.273100;1.218700;1.243100;1.258200;1.000000
-0.742630;-0.743770;-0.743900;-0.744870;-0.744750;-0.745360;-0.747080;-0.746610;-0.746710;-0.745860;-0.746700;-0.745120;-0.744610;-0.744270;-0.742380;-0.741930;-0.739730;-0.739560;-0.736340;-0.734030;-0.729470;-0.725480;-0.724560;-0.722270;-0.721060;-0.720340;-0.720130;-0.719600;-0.718610;-0.718850;-0.713140;-0.690600;-0.656930;-0.613320;-0.582190;-0.562950;-0.567680;-0.577020;-0.582820;-0.582810;-0.568220;-0.539800;-0.510680;-0.489000;-0.459400;-0.422970;-0.364600;-0.264800;-0.131290;0.033830;0.220040;0.385290;0.552250;0.724950;0.912590;1.130700;1.330600;1.527700;1.685600;1.772000;1.000000
-0.642190;-0.646570;-0.651660;-0.653290;-0.656680;-0.655680;-0.657460;-0.658090;-0.658130;-0.659100;-0.658430;-0.657980;-0.655030;-0.657460;-0.656140;-0.654860;-0.652970;-0.654540;-0.653450;-0.654220;-0.653830;-0.653540;-0.652780;-0.653010;-0.655190;-0.651660;-0.649830;-0.648540;-0.646830;-0.645310;-0.645100;-0.641610;-0.639410;-0.640930;-0.640290;-0.641310;-0.638830;-0.640420;-0.641140;-0.641990;-0.640730;-0.641210;-0.641580;-0.634390;-0.610250;-0.550680;-0.437330;-0.300000;-0.185920;-0.063935;0.072359;0.295510;0.642130;0.811170;0.926230;1.058400;1.213100;1.397000;1.589500;1.766800;2.000000
-1.106300;-1.165600;-1.252600;-1.341600;-1.432200;-1.455000;-1.428700;-1.368500;-1.314700;-1.272300;-1.254300;-1.254200;-1.251800;-1.250100;-1.246900;-1.241200;-1.239600;-1.238000;-1.234200;-1.220400;-1.169700;-1.100600;-1.025900;-0.935590;-0.884170;-0.853710;-0.843590;-0.838830;-0.846450;-0.840390;-0.827250;-0.813890;-0.797430;-0.765770;-0.742800;-0.724470;-0.677130;-0.590800;-0.443730;-0.288160;-0.109020;0.084629;0.249660;0.408320;0.549290;0.659830;0.773060;0.867220;0.936820;0.992560;1.029300;1.055700;1.073200;1.079000;1.091600;1.087400;1.089000;1.091400;1.092200;1.094800;1.000000
-1.140400;-1.138200;-1.134700;-1.131400;-1.128400;-1.122000;-1.119700;-1.120500;-1.122100;-1.119900;-1.120900;-1.121300;-1.117300;-1.116000;-1.114900;-1.115500;-1.116000;-1.116100;-1.111700;-1.097200;-1.034600;-0.933710;-0.742610;-0.525370;-0.275180;0.001766;0.267040;0.488680;0.691950;0.803550;0.902130;0.960820;0.999850;0.997110;1.001100;1.007700;0.993150;0.992360;0.993300;0.998020;0.989410;0.991650;0.989190;0.994310;0.990540;0.995990;1.000500;0.998600;0.996250;1.006000;0.999990;1.004800;1.001900;1.003200;1.001200;1.002100;0.996390;0.993720;0.994080;0.995190;2.000000
-0.702390;-0.700850;-0.699960;-0.697180;-0.694590;-0.692440;-0.692860;-0.691870;-0.690600;-0.692000;-0.689540;-0.689370;-0.688250;-0.688050;-0.688840;-0.690700;-0.690330;-0.690700;-0.689580;-0.691530;-0.690190;-0.691880;-0.692780;-0.692210;-0.690210;-0.689520;-0.690560;-0.689400;-0.690480;-0.689010;-0.687880;-0.688230;-0.686230;-0.687340;-0.688140;-0.688800;-0.689050;-0.689170;-0.688350;-0.689520;-0.687510;-0.686950;-0.687580;-0.689340;-0.679000;-0.637030;-0.562370;-0.450820;-0.306090;-0.117320;0.076609;0.261310;0.435030;0.584890;0.731790;0.896680;1.070600;1.239700;1.376500;1.489700;2.000000
-0.586630;-0.585690;-0.582990;-0.583110;-0.581470;-0.579250;-0.580000;-0.581850;-0.582210;-0.583590;-0.588500;-0.588560;-0.589250;-0.591870;-0.592010;-0.595920;-0.594590;-0.596440;-0.599920;-0.599410;-0.603210;-0.602630;-0.603850;-0.604680;-0.603800;-0.604520;-0.604480;-0.603640;-0.603900;-0.601970;-0.600500;-0.596630;-0.586320;-0.556570;-0.508490;-0.475780;-0.474210;-0.469420;-0.481930;-0.498070;-0.515760;-0.531380;-0.522000;-0.506650;-0.485850;-0.461980;-0.429990;-0.372240;-0.307330;-0.244250;-0.085981;0.081481;0.288830;0.554470;0.784250;1.026600;1.246800;1.455000;1.691600;1.818500;1.000000
